RF005	M001	Manager	2026-04-14T13:30:00	Critical billing error confirmed on RF005. Refund of RM410 approved and being processed by finance team. Customer to be notified.
RF006	C101	Customer	2026-04-15T14:15:00	The theater sent an email saying my booked event has been postponed by 3 months to July. I cannot attend in July. Can I get a refund?
RF006	SS001	Support Staff	2026-04-15T14:45:00	Hello John, completely understandable. Since the postponement is significant, you are eligible for a full refund. I will process it now.
RF006	C101	Customer	2026-04-15T15:00:00	Thank you. Appreciate the flexibility.
RF007	C111	Customer	2026-04-17T04:35:00	I paid RM3999 for a Premium seat but when I arrived, I was seated in the Standard section. I want a refund of the price difference.
RF007	SS002	Support Staff	2026-04-17T08:00:00	Hello Bob, I apologize for this mix-up. Can you please provide your seat assignment details so I can verify what happened?
RF007	C111	Customer	2026-04-17T08:15:00	I was assigned Seat G7 in the Standard zone but my ticket clearly shows Premium Row A.
RF007	SS002	Support Staff	2026-04-17T09:00:00	I have confirmed the error in our seat allocation system. I will process a partial refund for the price difference and ensure your Premium seat is reserved for the next show.
RF008	C112	Customer	2026-04-18T02:10:00	Hi, I bought the wrong movie ticket by mistake. Can I get a refund for it?
TD001	C104	Customer	2026-04-09T11:35:00	I keep getting an error message saying invalid credentials when trying to login. I have reset my password twice but nothing works.
TD001	SS001	Support Staff	2026-04-09T12:00:00	Hello Sarah, let me help you troubleshoot. Please try clearing your browser cache and cookies first, then attempt to login again.
TD001	C104	Customer	2026-04-09T12:30:00	I tried that on both Chrome and Firefox. Still getting the same error.
TD001	SS001	Support Staff	2026-04-09T13:00:00	Understood. I have manually reset your account from our backend. A temporary password has been sent to your registered email. Please use that to login and then change it.
TD001	C104	Customer	2026-04-09T13:20:00	That worked! I am logged in now. Thank you for sorting that out!
TD002	C101	Customer	2026-04-09T13:55:00	The payment page just spins forever and never loads. This only happens on my mobile phone. I cannot complete my purchase.
TD002	SS003	Support Staff	2026-04-09T14:30:00	Hello John, we have identified a compatibility issue affecting some Android devices. As a workaround, please try opening our website in your mobile browser instead of the app.
TD002	C101	Customer	2026-04-09T14:50:00	The browser workaround worked! But please fix the app - this should not be happening.
TD002	SS003	Support Staff	2026-04-09T15:30:00	Completely agree. Our development team has been notified and a fix is being tested. Expected release is within 48 hours. Thank you for your patience.
TD002	C101	Customer	2026-04-09T16:00:00	Okay, thank you. Please push the update quickly.
TD003	C102	Customer	2026-04-09T15:45:00	I completed my booking 3 hours ago but I have not received any confirmation email with my tickets. My payment has gone through.
TD003	SS002	Support Staff	2026-04-09T16:15:00	Hello Alex, I can confirm your booking was successful in our system. There seems to have been an email delivery issue. I am resending your confirmation email now.
TD003	C102	Customer	2026-04-09T16:30:00	Received it! Thank you for the quick fix.
TD004	C110	Customer	2026-04-13T10:30:00	The app crashes every single time I try to pick a seat from the seat map. It goes back to the home screen immediately.
TD004	SS001	Support Staff	2026-04-13T11:00:00	Hello Daniel, sorry about this. What is your device model and operating system version? This will help us pinpoint the issue.
TD004	C110	Customer	2026-04-13T11:20:00	I am using a Samsung Galaxy S23 running Android 14.
TD004	SS001	Support Staff	2026-04-13T12:00:00	Thank you. We have reproduced the crash on Android 14 - it is related to a recent update. Our team is working on a patch. I will notify you when it is available.
TD005	C103	Customer	2026-04-16T18:50:00	I am standing at the theater entrance right now and the scanner cannot read my QR code. Please help urgently!
TD005	SS003	Support Staff	2026-04-16T18:55:00	Hello Mike, please try taking a screenshot of the QR code and showing that instead. Also try adjusting screen brightness to maximum.
TD005	C103	Customer	2026-04-16T19:00:00	The screenshot trick worked! I got in. But please fix this for the future.
PR001	C101	Customer	2026-04-10T10:15:00	The website completely crashed when I clicked checkout. I lost all my selected seats and have to start over. This is very frustrating!
PR001	SS001	Support Staff	2026-04-10T10:45:00	Hello John, I sincerely apologize. We are aware of this critical issue - it is affecting multiple users. Our engineering team has been alerted and is working on an urgent fix. ETA is approximately 2 hours.
PR001	C101	Customer	2026-04-10T14:30:00	It is almost 4 hours now. Is it fixed? I need to complete my booking today before the seats sell out.
PR001	SS001	Support Staff	2026-04-10T15:15:00	Great news - the fix was deployed at 15:00. The issue was a memory overflow in the checkout module. Your original seat selection has been preserved. Please try again now.
PR001	C101	Customer	2026-04-10T16:30:00	It worked! Booking completed successfully. Thank you for holding my seats.
PR002	C102	Customer	2026-04-10T11:45:00	I paid for two tickets but they are completely missing from my account. I have the bank charge confirmation. Order number ORD-2026-04-10-789456.
PR002	SS002	Support Staff	2026-04-10T12:15:00	Hello Alex, I can see the payment was successfully processed on our end. The tickets appear to be stuck in a sync queue. Let me manually push them to your account now.
PR002	C102	Customer	2026-04-10T12:35:00	Still not showing. How long will this take?
PR002	SS002	Support Staff	2026-04-10T13:00:00	I have forced the sync. Please log out of your account completely and log back in. Your tickets should now appear.
PR002	C102	Customer	2026-04-10T13:20:00	They are there now! Thank you. I was worried I had lost them.
PR003	C103	Customer	2026-04-10T12:30:00	My promo code LOYALTY2026 says it is invalid at checkout but the email I received says it is valid until May 31. Please help.
PR003	SS003	Support Staff	2026-04-10T13:00:00	Hello Mike, I can see the code in our system and it is valid. Can you confirm exactly where in the checkout you are entering it? Sometimes it needs to be on the payment step, not the cart.
PR003	C103	Customer	2026-04-10T13:30:00	I was entering it on the cart page. Let me try on the payment step.
PR003	SS003	Support Staff	2026-04-10T14:00:00	There is actually a bug where codes entered on the cart page are not being applied. I have reported this to development. In the meantime, please use the payment step to enter the code.
PR003	C103	Customer	2026-04-10T14:20:00	It worked on the payment page! Thank you for figuring that out.
PR004	C104	Customer	2026-04-10T15:00:00	The genre filter on the movie browse page is completely broken. I select Action and it shows everything including romance and documentaries.
PR004	SS002	Support Staff	2026-04-10T15:30:00	Hello Sarah, thank you for reporting this. I have logged it as a bug and sent it to our development team. I will update you when there is a fix.
PR004	M001	Manager	2026-04-10T16:00:00	PR004 logged and assigned to dev. Filter bug confirmed reproducible across all browsers.
PR005	C109	Customer	2026-04-13T09:15:00	I have been trying to upload a profile picture for a week. I get a file format error even when using standard JPG photos from my phone.
PR005	SS001	Support Staff	2026-04-13T09:45:00	Hello Jason, I can reproduce this issue. It seems our image validator has a bug where it rejects valid JPG files. I have flagged this to engineering.
PR005	C109	Customer	2026-04-13T10:00:00	Thank you. Please let me know when it is fixed.
PR006	C111	Customer	2026-04-14T16:45:00	I have clicked unsubscribe at least 5 times from your marketing emails over the past month and I am still receiving them. This should not be this hard.
PR006	SS003	Support Staff	2026-04-14T17:15:00	Hello Bob, I sincerely apologize for this. I can see you have made multiple unsubscribe requests. I have manually removed you from all mailing lists right now. This will take effect within 24 hours.
PR006	C111	Customer	2026-04-14T17:30:00	Finally! Thank you. It should not have taken this long.
PR006	SS003	Support Staff	2026-04-14T17:45:00	You are absolutely right. I have also submitted a bug report to fix the unsubscribe endpoint so this does not happen to others.
PR007	C112	Customer	2026-04-15T09:15:00	I received two separate booking confirmations for the exact same seat on the same date. How is that even possible?
PR007	SS002	Support Staff	2026-04-15T09:45:00	Hello Jerry, this should never happen. I am investigating this immediately. Can you provide both confirmation numbers?
PR007	C112	Customer	2026-04-15T10:00:00	Sure. Confirmation codes are BKG-20260415-001 and BKG-20260415-002. Both show Seat B8 Row 3 on April 20.
PR007	SS002	Support Staff	2026-04-15T10:30:00	Found it. A race condition during a high-traffic period caused the same seat to be booked simultaneously by two sessions. I have voided the duplicate and initiated a refund. The valid booking BKG-20260415-001 remains active.
PR007	M001	Manager	2026-04-15T11:00:00	Double booking incident reviewed. Root cause identified as session timeout race condition. Engineering team has been briefed. PR007 resolved successfully.
CR001	C103	Customer	2026-04-09T09:45:00	Hello, I would like to change my seat for the April 25 concert from Row C Seat 12 to somewhere in the Orchestra section if possible.
CR001	SS002	Support Staff	2026-04-09T10:15:00	Hello Mike, I can help with that. We have several Orchestra seats available for April 25. Would you prefer center or side?
CR001	C103	Customer	2026-04-09T10:40:00	Center would be fantastic if available.
CR001	SS002	Support Staff	2026-04-09T11:00:00	Great news! I have moved you from Row C Seat 12 to Orchestra Center Row A Seat 5. Your updated ticket confirmation has been sent to your email.
CR001	C103	Customer	2026-04-09T11:15:00	Wonderful! Thank you so much for making that happen.
CR002	C101	Customer	2026-04-11T08:15:00	Hi, I need to move my tickets from the 2 PM showing to the 7 PM evening showing on April 16. Is that possible?
CR002	SS003	Support Staff	2026-04-11T08:45:00	Hello John, absolutely. The 7 PM showing still has availability. I will make that change for you now at no extra charge.
CR002	C101	Customer	2026-04-11T09:00:00	That would be perfect, thank you!
CR002	SS003	Support Staff	2026-04-11T09:20:00	Done! Your tickets have been updated to the 7 PM evening showing on April 16. New e-tickets sent to your email.
CR003	C104	Customer	2026-04-13T13:15:00	Hi, my plans have changed and I can no longer attend on April 20. Is it possible to move my booking to April 27 for the same show?
CR003	SS001	Support Staff	2026-04-13T13:45:00	Hello Sarah, of course. I can see seats are available on April 27 for the same show. I will make that change now.
CR003	C104	Customer	2026-04-13T14:00:00	Thank you so much. I was worried I would have to forfeit the tickets.
TK001	C101	Customer	2026-04-10T09:15:00	Hello, I wanted to ask how I can share a digital ticket with my friend who will be attending in my place? Can I transfer it to their account?
TK001	SS001	Support Staff	2026-04-10T10:00:00	Hello John, you can transfer tickets through the My Tickets section. Click the ticket, select Transfer, and enter your friend's registered email address. They will receive the ticket instantly.
TK001	C101	Customer	2026-04-10T10:15:00	That is really easy, thank you!
TK002	C103	Customer	2026-04-10T13:35:00	We are planning a corporate event and expect around 30 people. What kind of group discounts does the theater offer?
TK002	SS001	Support Staff	2026-04-10T14:00:00	Hello Mike, for groups of 10 or more we offer 15% off. For 25 or more it increases to 25% off. Dedicated group seating is also available. I can connect you with our corporate events team if you would like.
TK002	C103	Customer	2026-04-10T14:15:00	25% for 30 people is great! Please do connect me with the events team.
TK002	SS001	Support Staff	2026-04-10T14:30:00	Done. Our corporate events coordinator will contact you within one business day at your registered email. Thank you for choosing us for your company event!
TK003	C102	Customer	2026-04-12T11:00:00	I have been a member for two years and I have attended over 20 shows. My loyalty points balance shows only 150 points which seems very low. Can you check?
TK003	SS002	Support Staff	2026-04-12T11:30:00	Hello Alex, I am reviewing your account now. I can see your membership history. It looks like points from your bookings between January and March 2026 were not credited due to a system migration issue.
TK003	C102	Customer	2026-04-12T11:45:00	Yes that is exactly the period. There were about 8 bookings during that time.
TK003	SS002	Support Staff	2026-04-12T12:15:00	I have manually credited 480 missing points to your account bringing your total to 630. You should see the update immediately. I apologize for the inconvenience.
RF008	SS003	Support Staff	2026-04-18T02:31:34.725417100	No refund for u :D
RF008	C112	Customer	2026-04-18T02:34:54.035249500	:(
RF005	SS003	Support Staff	2026-04-18T03:04:48.453284	The ticket will be closed then, thanks!
RF005	SS003	Support Staff	2026-04-18T03:16:34.425850500	Ticket status changed to: CLOSED
RF001	C112	Customer	2026-04-18T06:38:58.418796600	Nice
